CustomerID,recency,frequency,monetary,first_purchase,last_purchase,country,n_unique_products,avg_order_value,tenure_days,purchase_rate,clv,R_score,F_score,M_score,RFM_score,segment,churned
13710,32,1,180.48,2011-11-08 08:16:00,2011-11-08 08:16:00,United Kingdom,8,180.48,32,0.9375,2030.4,4,1,1,6,At Risk,0
13711,219,2,252.06,2011-05-05 10:29:00,2011-05-05 10:31:00,United Kingdom,11,126.03,219,0.273972602739726,414.35,1,2,2,5,At Risk,1
13712,247,1,228.84,2011-04-07 12:33:00,2011-04-07 12:33:00,United Kingdom,10,228.84,247,0.12145748987854252,333.53,1,1,1,3,Lost,1
13715,281,5,1079.34,2010-12-02 08:52:00,2011-03-03 19:21:00,United Kingdom,89,215.868,373,0.40214477211796246,1041.72,1,4,4,9,Potential Loyalists,1
13716,269,1,138.28,2011-03-15 13:49:00,2011-03-15 13:49:00,United Kingdom,21,138.28,269,0.11152416356877323,185.06,1,1,1,3,Lost,1
13717,32,6,1445.01,2011-02-14 13:21:00,2011-11-07 14:13:00,United Kingdom,92,240.835,298,0.6040268456375839,1745.65,4,5,4,13,Champions,0
13718,246,2,306.55,2011-02-17 11:58:00,2011-04-07 13:24:00,United Kingdom,9,153.275,296,0.2027027027027027,372.83,1,2,2,5,At Risk,1
13719,15,5,1041.68,2011-04-19 13:56:00,2011-11-24 15:26:00,United Kingdom,56,208.336,234,0.6410256410256411,1602.58,4,4,4,12,Loyal Customers,0
13720,117,4,799.9,2011-03-30 09:17:00,2011-08-15 12:46:00,United Kingdom,42,199.975,255,0.47058823529411764,1129.27,2,4,3,9,Potential Loyalists,1
13721,36,1,524.14,2011-11-03 14:05:00,2011-11-03 14:05:00,United Kingdom,28,524.14,36,0.8333333333333334,5241.4,3,1,3,7,Potential Loyalists,0
13722,132,3,2375.41,2011-03-02 11:43:00,2011-07-31 12:44:00,United Kingdom,75,791.8033333333333,283,0.31802120141342755,3021.72,2,3,5,10,Loyal Customers,1
13723,217,1,199.85000000000002,2011-05-06 17:04:00,2011-05-06 17:04:00,United Kingdom,6,199.85000000000002,217,0.1382488479262673,331.55,1,1,1,3,Lost,1
13725,50,8,1980.56,2011-02-04 12:18:00,2011-10-21 10:03:00,United Kingdom,95,247.57,309,0.7766990291262136,2307.45,3,5,4,12,Loyal Customers,0
13726,39,2,1079.6599999999999,2011-08-31 11:06:00,2011-11-01 10:49:00,United Kingdom,39,539.8299999999999,101,0.594059405940594,3848.29,3,2,4,9,Potential Loyalists,0
13727,29,2,333.48,2011-11-06 12:16:00,2011-11-11 09:46:00,United Kingdom,19,166.74,34,1.7647058823529411,3530.96,4,2,2,8,Potential Loyalists,0
13728,37,6,1016.14,2011-02-02 12:09:00,2011-11-03 10:49:00,United Kingdom,38,169.35666666666665,311,0.5787781350482315,1176.24,3,5,4,12,Loyal Customers,0
13730,136,2,752.6,2011-07-01 12:47:00,2011-07-27 08:35:00,United Kingdom,38,376.3,162,0.37037037037037035,1672.44,2,2,3,7,Potential Loyalists,1
13731,219,2,610.59,2011-04-07 10:10:00,2011-05-04 14:33:00,United Kingdom,36,305.295,247,0.24291497975708504,889.93,1,2,3,6,At Risk,1
13732,28,1,491.86,2011-11-11 15:49:00,2011-11-11 15:49:00,United Kingdom,33,491.86,28,1.0,5902.32,4,1,3,8,Potential Loyalists,0
13735,25,4,2885.2400000000002,2011-04-19 13:49:00,2011-11-15 11:14:00,United Kingdom,158,721.3100000000001,234,0.5128205128205129,4438.83,4,4,5,13,Champions,0
13736,5,2,731.9,2011-03-24 13:04:00,2011-12-04 15:19:00,United Kingdom,166,365.95,260,0.23076923076923078,1013.4,5,2,3,10,Loyal Customers,0
13737,200,1,339.59999999999997,2011-05-23 16:32:00,2011-05-23 16:32:00,United Kingdom,29,339.59999999999997,200,0.15,611.28,1,1,2,4,Lost,1
13739,18,1,216.9,2011-11-21 13:35:00,2011-11-21 13:35:00,United Kingdom,3,216.9,18,1.0,2602.8,4,1,1,6,At Risk,0
13740,241,1,350.75,2011-04-13 10:32:00,2011-04-13 10:32:00,United Kingdom,23,350.75,241,0.12448132780082988,523.94,1,1,2,4,Lost,1
13741,72,3,668.4300000000001,2011-05-06 13:43:00,2011-09-29 09:19:00,United Kingdom,34,222.81000000000003,217,0.4147465437788018,1108.92,3,3,3,9,Potential Loyalists,0
13742,17,12,3131.02,2011-01-23 14:59:00,2011-11-23 11:07:00,United Kingdom,200,260.91833333333335,320,1.125,3522.4,4,5,5,14,Champions,0
13743,3,7,1341.6,2011-03-25 14:46:00,2011-12-07 10:09:00,United Kingdom,8,191.65714285714284,259,0.8108108108108109,1864.77,5,5,4,14,Champions,0
13744,95,2,1156.36,2011-02-20 14:08:00,2011-09-05 15:19:00,United Kingdom,54,578.18,292,0.20547945205479454,1425.65,2,2,4,8,Potential Loyalists,1
13745,162,1,300.04,2011-06-30 16:43:00,2011-06-30 16:43:00,United Kingdom,25,300.04,162,0.18518518518518517,666.76,2,1,2,5,At Risk,1
13747,374,1,79.6,2010-12-01 10:37:00,2010-12-01 10:37:00,United Kingdom,1,79.6,374,0.08021390374331551,76.62,1,1,1,3,Lost,1
13748,96,5,948.25,2010-12-01 09:00:00,2011-09-05 09:45:00,United Kingdom,24,189.65,374,0.40106951871657753,912.75,2,4,4,10,Loyal Customers,1
13750,54,5,1647.26,2011-01-07 11:49:00,2011-10-17 12:16:00,United Kingdom,20,329.452,337,0.4451038575667656,1759.68,3,4,4,11,Loyal Customers,0
13751,288,1,296.25,2011-02-24 15:56:00,2011-02-24 15:56:00,United Kingdom,9,296.25,288,0.10416666666666667,370.31,1,1,2,4,Lost,1
13752,124,6,1186.28,2011-04-07 12:04:00,2011-08-07 14:16:00,United Kingdom,64,197.71333333333334,247,0.7287449392712552,1728.99,2,5,4,11,Loyal Customers,1
13753,288,1,741.26,2011-02-25 12:48:00,2011-02-25 12:48:00,United Kingdom,35,741.26,288,0.10416666666666667,926.58,1,1,3,5,At Risk,1
13754,152,2,282.59999999999997,2011-01-26 14:58:00,2011-07-11 11:51:00,United Kingdom,11,141.29999999999998,317,0.18927444794952683,320.93,2,2,2,6,At Risk,1
13755,4,9,2161.35,2011-10-07 15:45:00,2011-12-06 12:26:00,United Kingdom,232,240.14999999999998,63,4.285714285714286,12350.57,5,5,5,15,Champions,0
13756,2,14,5189.52,2010-12-07 11:41:00,2011-12-07 16:44:00,United Kingdom,66,370.68,368,1.141304347826087,5076.7,5,5,5,15,Champions,0
13758,12,7,3190.55,2010-12-01 12:08:00,2011-11-28 11:11:00,United Kingdom,104,455.79285714285714,374,0.5614973262032086,3071.12,5,5,5,15,Champions,0
13759,33,2,659.4100000000001,2011-09-29 15:40:00,2011-11-06 14:47:00,United Kingdom,24,329.70500000000004,71,0.8450704225352113,3343.49,4,2,3,9,Potential Loyalists,0
13760,54,2,286.79,2011-03-28 12:52:00,2011-10-16 16:13:00,United Kingdom,50,143.395,256,0.234375,403.3,3,2,2,7,Potential Loyalists,0
13761,50,2,1070.65,2011-06-13 08:43:00,2011-10-20 14:01:00,United Kingdom,68,535.325,180,0.3333333333333333,2141.3,3,2,4,9,Potential Loyalists,0
13762,219,1,306.72,2011-05-05 09:15:00,2011-05-05 09:15:00,United Kingdom,7,306.72,219,0.136986301369863,504.2,1,1,2,4,Lost,1
13763,63,1,1714.96,2011-10-07 15:13:00,2011-10-07 15:13:00,United Kingdom,15,1714.96,63,0.47619047619047616,9799.77,3,1,4,8,Potential Loyalists,0
13764,71,3,1521.76,2011-01-06 14:53:00,2011-09-30 12:03:00,United Kingdom,183,507.25333333333333,337,0.26706231454005935,1625.62,3,3,4,10,Loyal Customers,0
13767,2,37,17220.36,2010-12-01 10:47:00,2011-12-07 15:00:00,United Kingdom,55,465.41513513513513,374,2.9679144385026737,16575.75,5,5,5,15,Champions,0
13769,2,10,2796.51,2010-12-07 13:28:00,2011-12-07 15:08:00,United Kingdom,73,279.651,367,0.8174386920980927,2743.17,5,5,5,15,Champions,0
13771,64,4,2634.45,2011-04-06 15:47:00,2011-10-06 14:18:00,United Kingdom,114,658.6125,247,0.4858299595141701,3839.68,3,4,5,12,Loyal Customers,0
13772,34,3,1132.13,2011-04-14 12:31:00,2011-11-06 11:43:00,United Kingdom,141,377.3766666666667,240,0.375,1698.2,3,3,4,10,Loyal Customers,0
13774,82,1,345.0,2011-09-19 12:06:00,2011-09-19 12:06:00,United Kingdom,22,345.0,82,0.36585365853658536,1514.63,2,1,2,5,At Risk,0
13777,1,33,25977.16,2010-12-01 16:01:00,2011-12-09 12:25:00,United Kingdom,36,787.1866666666666,373,2.6541554959785523,25071.79,5,5,5,15,Champions,0
13778,103,1,178.7,2011-08-28 15:25:00,2011-08-28 15:25:00,United Kingdom,9,178.7,103,0.29126213592233013,624.58,2,1,1,4,Lost,1
13780,7,2,360.01,2011-06-22 11:43:00,2011-12-02 13:49:00,United Kingdom,56,180.005,171,0.3508771929824561,757.92,5,2,2,9,Potential Loyalists,0
13781,251,1,127.84,2011-04-03 12:08:00,2011-04-03 12:08:00,United Kingdom,17,127.84,251,0.1195219123505976,183.36,1,1,1,3,Lost,1
13782,13,6,912.0,2011-01-16 11:08:00,2011-11-27 11:54:00,United Kingdom,96,152.0,328,0.5487804878048781,1000.98,5,5,3,13,Champions,0
13784,10,11,2462.79,2011-01-11 14:38:00,2011-11-30 09:33:00,United Kingdom,9,223.89,332,0.9939759036144579,2670.5,5,5,5,15,Champions,0
13786,367,1,230.39999999999998,2010-12-07 13:53:00,2010-12-07 13:53:00,United Kingdom,7,230.39999999999998,367,0.08174386920980926,226.01,1,1,1,3,Lost,1
13787,76,2,309.04,2010-12-10 14:45:00,2011-09-25 12:06:00,United Kingdom,24,154.52,364,0.16483516483516483,305.64,2,2,2,6,At Risk,0
13790,4,1,348.8,2011-12-05 15:48:00,2011-12-05 15:48:00,United Kingdom,45,348.8,4,1.0,4185.6,5,1,2,8,Potential Loyalists,0
13791,128,2,1516.0,2011-06-24 16:38:00,2011-08-04 11:44:00,United Kingdom,7,758.0,168,0.35714285714285715,3248.57,2,2,4,8,Potential Loyalists,1
13792,66,2,195.55,2011-02-25 14:03:00,2011-10-04 14:31:00,United Kingdom,13,97.775,287,0.20905923344947736,245.29,3,2,1,6,At Risk,0
13798,1,57,37153.85,2010-12-02 17:24:00,2011-12-08 15:51:00,United Kingdom,113,651.8219298245614,372,4.596774193548387,35955.34,5,5,5,15,Champions,0
13799,117,2,688.86,2011-02-18 14:18:00,2011-08-15 12:07:00,United Kingdom,32,344.43,294,0.2040816326530612,843.5,2,2,3,7,Potential Loyalists,1
13800,310,1,558.32,2011-02-03 12:27:00,2011-02-03 12:27:00,United Kingdom,33,558.32,310,0.0967741935483871,648.37,1,1,3,5,At Risk,1
13801,67,1,324.8,2011-10-04 10:15:00,2011-10-04 10:15:00,United Kingdom,23,324.8,67,0.44776119402985076,1745.19,3,1,2,6,At Risk,0
13802,139,3,4599.42,2011-02-01 12:03:00,2011-07-24 10:54:00,United Kingdom,55,1533.14,312,0.28846153846153844,5307.02,2,3,5,10,Loyal Customers,1
13803,255,1,277.07,2011-03-29 12:57:00,2011-03-29 12:57:00,United Kingdom,17,277.07,255,0.11764705882352941,391.16,1,1,2,4,Lost,1
13804,31,7,2635.79,2011-02-23 09:09:00,2011-11-09 12:32:00,United Kingdom,124,376.5414285714286,290,0.7241379310344828,3272.02,4,5,5,14,Champions,0
13805,52,2,924.6,2011-08-02 15:29:00,2011-10-18 14:50:00,United Kingdom,10,462.3,129,0.46511627906976744,2580.28,3,2,3,8,Potential Loyalists,0
13806,64,1,256.38,2011-10-07 11:43:00,2011-10-07 11:43:00,United Kingdom,10,256.38,64,0.46875,1442.14,3,1,2,6,At Risk,0
13807,367,1,112.6,2010-12-07 15:48:00,2010-12-07 15:48:00,United Kingdom,7,112.6,367,0.08174386920980926,110.45,1,1,1,3,Lost,1
13808,6,5,1747.66,2011-09-04 12:07:00,2011-12-04 12:18:00,United Kingdom,70,349.53200000000004,97,1.5463917525773196,6486.16,5,4,4,13,Champions,0
13809,305,1,155.05,2011-02-07 13:15:00,2011-02-07 13:15:00,Cyprus,11,155.05,305,0.09836065573770493,183.01,1,1,1,3,Lost,1
13810,29,3,1499.01,2011-10-14 12:57:00,2011-11-11 08:33:00,Germany,32,499.67,56,1.6071428571428572,9636.49,4,3,4,11,Loyal Customers,0
13811,184,3,814.5,2011-04-14 18:40:00,2011-06-09 09:54:00,Germany,7,271.5,239,0.37656903765690375,1226.86,1,3,3,7,Potential Loyalists,1
13812,42,3,539.0,2011-08-26 12:54:00,2011-10-28 14:27:00,Germany,33,179.66666666666666,105,0.8571428571428571,1848.0,3,3,3,9,Potential Loyalists,0
13813,40,4,1366.8600000000001,2011-07-28 10:33:00,2011-10-31 10:38:00,Germany,54,341.71500000000003,135,0.8888888888888888,3644.96,3,4,4,11,Loyal Customers,0
13814,92,2,1579.12,2011-07-25 13:54:00,2011-09-08 13:48:00,Germany,37,789.56,137,0.43795620437956206,4149.51,2,2,4,8,Potential Loyalists,1
13815,22,4,4027.36,2011-01-25 12:16:00,2011-11-17 14:19:00,Germany,132,1006.84,319,0.3761755485893417,4544.98,4,4,5,13,Champions,0
13816,24,2,571.6700000000001,2011-10-06 14:37:00,2011-11-16 08:38:00,Germany,25,285.83500000000004,64,0.9375,3215.64,4,2,3,9,Potential Loyalists,0
13817,29,2,382.98,2010-12-23 11:46:00,2011-11-10 17:49:00,Germany,20,191.49,352,0.17045454545454547,391.68,4,2,2,8,Potential Loyalists,0
13819,302,3,1140.35,2011-01-24 10:38:00,2011-02-11 10:38:00,United Kingdom,26,380.1166666666666,320,0.28125,1282.89,1,3,4,8,Potential Loyalists,1
13821,145,2,385.64,2011-03-23 11:30:00,2011-07-18 09:49:00,United Kingdom,51,192.82,262,0.22900763358778628,529.89,2,2,2,6,At Risk,1
13822,6,2,632.0,2011-10-30 15:55:00,2011-12-04 12:13:00,United Kingdom,90,316.0,40,1.5,5688.0,5,2,3,10,Loyal Customers,0
13823,19,2,957.66,2011-09-09 10:42:00,2011-11-21 10:22:00,United Kingdom,39,478.83,92,0.6521739130434783,3747.37,4,2,4,10,Loyal Customers,0
13824,33,5,1698.94,2011-02-02 13:07:00,2011-11-07 12:41:00,United Kingdom,34,339.788,310,0.48387096774193544,1972.96,4,4,4,12,Loyal Customers,0
13826,176,1,189.5,2011-06-16 13:48:00,2011-06-16 13:48:00,United Kingdom,10,189.5,176,0.17045454545454547,387.61,2,1,1,4,Lost,1
13827,58,3,412.05,2011-07-19 15:38:00,2011-10-13 12:38:00,United Kingdom,83,137.35,143,0.6293706293706294,1037.33,3,3,2,8,Potential Loyalists,0
13828,22,1,209.49,2011-11-17 16:02:00,2011-11-17 16:02:00,United Kingdom,15,209.49,22,1.0,2513.88,4,1,1,6,At Risk,0
13831,16,6,2202.99,2010-12-05 12:13:00,2011-11-23 15:41:00,United Kingdom,58,367.16499999999996,370,0.48648648648648646,2143.45,4,5,5,14,Champions,0
13832,19,1,52.199999999999996,2011-11-20 15:36:00,2011-11-20 15:36:00,United Kingdom,3,52.199999999999996,19,1.0,626.4,4,1,1,6,At Risk,0
13833,159,1,384.8,2011-07-03 13:27:00,2011-07-03 13:27:00,United Kingdom,28,384.8,159,0.18867924528301888,871.25,2,1,2,5,At Risk,1
13835,25,4,834.57,2011-05-08 15:22:00,2011-11-14 15:37:00,United Kingdom,48,208.6425,215,0.5581395348837209,1397.42,4,4,3,11,Loyal Customers,0
13837,212,2,271.24,2011-01-26 12:15:00,2011-05-12 12:10:00,United Kingdom,17,135.62,318,0.18867924528301888,307.06,1,2,2,5,At Risk,1
13838,6,4,691.73,2010-12-05 10:45:00,2011-12-04 11:00:00,United Kingdom,144,172.9325,370,0.3243243243243243,673.03,5,4,3,12,Loyal Customers,0
13841,253,1,85.0,2011-04-01 12:10:00,2011-04-01 12:10:00,United Kingdom,1,85.0,253,0.11857707509881422,120.95,1,1,1,3,Lost,1
13842,59,9,3385.62,2010-12-08 10:39:00,2011-10-12 10:51:00,United Kingdom,155,376.18,367,0.7356948228882835,3321.04,3,5,5,13,Champions,0
13844,11,1,361.62,2011-11-28 13:21:00,2011-11-28 13:21:00,United Kingdom,20,361.62,11,1.0,4339.44,5,1,2,8,Potential Loyalists,0
13845,65,1,312.98,2011-10-06 08:25:00,2011-10-06 08:25:00,United Kingdom,9,312.98,65,0.46153846153846156,1733.43,3,1,2,6,At Risk,0
13846,25,3,865.0600000000001,2010-12-14 16:07:00,2011-11-15 12:07:00,United Kingdom,55,288.35333333333335,360,0.25,865.06,4,3,3,10,Loyal Customers,0
13848,92,3,1255.0,2010-12-08 15:10:00,2011-09-08 12:58:00,United Kingdom,3,418.3333333333333,366,0.24590163934426232,1234.43,2,3,4,9,Potential Loyalists,1
13849,52,2,1537.95,2011-06-22 10:11:00,2011-10-19 10:59:00,United Kingdom,97,768.975,171,0.3508771929824561,3237.79,3,2,4,9,Potential Loyalists,0
13850,129,1,1595.48,2011-08-02 14:04:00,2011-08-02 14:04:00,United Kingdom,93,1595.48,129,0.23255813953488372,4452.5,2,1,4,7,Potential Loyalists,1
13851,96,3,2651.46,2011-02-24 17:18:00,2011-09-05 12:36:00,United Kingdom,77,883.82,288,0.3125,3314.32,2,3,5,10,Loyal Customers,1
13853,57,1,1090.14,2011-10-13 14:18:00,2011-10-13 14:18:00,United Kingdom,23,1090.14,57,0.5263157894736842,6885.09,3,1,4,8,Potential Loyalists,0
13854,9,25,8109.5199999999995,2010-12-09 10:48:00,2011-12-01 09:06:00,United Kingdom,39,324.38079999999997,366,2.0491803278688527,7976.58,5,5,5,15,Champions,0
13856,169,3,388.5,2011-05-20 13:13:00,2011-06-24 10:03:00,United Kingdom,10,129.5,203,0.4433497536945813,688.97,2,3,2,7,Potential Loyalists,1
13858,57,1,216.17,2011-10-13 16:17:00,2011-10-13 16:17:00,United Kingdom,11,216.17,57,0.5263157894736842,1365.28,3,1,1,5,At Risk,0
13859,326,1,201.16,2011-01-17 16:14:00,2011-01-17 16:14:00,United Kingdom,27,201.16,326,0.09202453987730061,222.14,1,1,1,3,Lost,1
13860,1,5,1245.9,2011-09-14 09:27:00,2011-12-08 12:57:00,United Kingdom,58,249.18,87,1.7241379310344829,5155.45,5,4,4,13,Champions,0
13862,18,8,2209.36,2011-01-11 15:13:00,2011-11-21 16:24:00,United Kingdom,97,276.17,332,0.7228915662650602,2395.69,4,5,5,14,Champions,0
13863,248,1,305.78,2011-04-06 10:20:00,2011-04-06 10:20:00,United Kingdom,20,305.78,248,0.12096774193548386,443.87,1,1,2,4,Lost,1
13865,58,4,501.56,2011-02-23 12:04:00,2011-10-12 13:31:00,United Kingdom,26,125.39,290,0.4137931034482759,622.63,3,4,3,10,Loyal Customers,0
13866,74,1,145.67000000000002,2011-09-26 14:54:00,2011-09-26 14:54:00,United Kingdom,7,145.67000000000002,74,0.4054054054054054,708.66,2,1,1,4,Lost,0
13867,31,3,1015.29,2011-05-05 17:28:00,2011-11-08 15:48:00,United Kingdom,51,338.43,218,0.41284403669724773,1676.63,4,3,4,11,Loyal Customers,0
13868,7,2,3192.54,2011-11-01 12:45:00,2011-12-02 16:32:00,United Kingdom,32,1596.27,39,1.5384615384615383,29469.6,5,2,5,12,Loyal Customers,0
13869,123,4,3104.95,2010-12-17 15:14:00,2011-08-08 13:53:00,United Kingdom,234,776.2375,357,0.3361344537815126,3131.04,2,4,5,11,Loyal Customers,1
13870,2,8,2770.94,2011-02-25 09:09:00,2011-12-07 13:23:00,United Kingdom,91,346.3675,288,0.8333333333333334,3463.68,5,5,5,15,Champions,0
13871,23,13,6403.25,2011-02-04 09:30:00,2011-11-17 10:49:00,United Kingdom,155,492.5576923076923,309,1.262135922330097,7460.1,4,5,5,14,Champions,0
13873,120,3,389.6,2011-02-03 09:37:00,2011-08-12 10:08:00,United Kingdom,21,129.86666666666667,310,0.29032258064516125,452.44,2,3,2,7,Potential Loyalists,1
13874,358,1,540.45,2010-12-16 18:20:00,2010-12-16 18:20:00,United Kingdom,18,540.45,358,0.08379888268156424,543.47,1,1,3,5,At Risk,1
13875,54,5,1786.79,2011-02-11 15:39:00,2011-10-17 09:36:00,United Kingdom,79,357.358,301,0.4983388704318937,2137.02,3,4,4,11,Loyal Customers,0
13876,64,1,122.7,2011-10-07 10:22:00,2011-10-07 10:22:00,United Kingdom,7,122.7,64,0.46875,690.19,3,1,1,5,At Risk,0
13877,86,1,117.24,2011-09-14 15:49:00,2011-09-14 15:49:00,United Kingdom,3,117.24,86,0.3488372093023256,490.77,2,1,1,4,Lost,0
13878,55,1,1281.53,2011-10-16 12:19:00,2011-10-16 12:19:00,United Kingdom,35,1281.53,55,0.5454545454545455,8388.2,3,1,4,8,Potential Loyalists,0
13880,21,13,3219.77,2010-12-07 14:00:00,2011-11-18 13:44:00,United Kingdom,125,247.67461538461538,367,1.0626702997275206,3158.36,4,5,5,14,Champions,0
13881,4,20,17159.52,2011-02-01 10:14:00,2011-12-06 12:50:00,United Kingdom,72,857.976,312,1.923076923076923,19799.45,5,5,5,15,Champions,0
13882,3,5,1191.13,2011-10-06 15:28:00,2011-12-07 11:16:00,United Kingdom,54,238.22600000000003,64,2.34375,6700.11,5,4,4,13,Champions,0
13883,11,5,2674.48,2011-03-31 17:17:00,2011-11-29 10:45:00,United Kingdom,108,534.896,253,0.5928853754940712,3805.58,5,4,5,14,Champions,0
13884,7,5,787.6,2011-03-01 13:40:00,2011-12-02 16:30:00,United Kingdom,45,157.52,283,0.5300353356890459,1001.89,5,4,3,12,Loyal Customers,0
13885,189,2,506.8,2011-05-23 08:52:00,2011-06-03 15:07:00,United Kingdom,28,253.4,201,0.29850746268656714,907.7,1,2,3,6,At Risk,1
13886,71,1,243.56,2011-09-29 13:17:00,2011-09-29 13:17:00,United Kingdom,16,243.56,71,0.4225352112676056,1234.95,3,1,1,5,At Risk,0
13887,204,1,349.55,2011-05-19 17:22:00,2011-05-19 17:22:00,United Kingdom,19,349.55,204,0.14705882352941177,616.85,1,1,2,4,Lost,1
13888,120,2,605.63,2011-05-05 14:41:00,2011-08-12 10:13:00,United Kingdom,38,302.815,218,0.27522935779816515,1000.12,2,2,3,7,Potential Loyalists,1
13889,93,1,416.90000000000003,2011-09-08 09:13:00,2011-09-08 09:13:00,United Kingdom,15,416.90000000000003,93,0.3225806451612903,1613.81,2,1,2,5,At Risk,1
13890,1,10,1883.8100000000002,2010-12-16 09:31:00,2011-12-08 15:36:00,United Kingdom,74,188.38100000000003,359,0.8356545961002786,1889.06,5,5,4,14,Champions,0
13892,27,4,632.97,2011-04-07 12:04:00,2011-11-13 11:50:00,United Kingdom,26,158.2425,247,0.4858299595141701,922.55,4,4,3,11,Loyal Customers,0
13893,298,1,821.1,2011-02-15 11:30:00,2011-02-15 11:30:00,United Kingdom,21,821.1,298,0.10067114093959731,991.93,1,1,3,5,At Risk,1
13894,24,3,564.62,2011-02-02 12:54:00,2011-11-16 09:44:00,United Kingdom,25,188.20666666666668,310,0.29032258064516125,655.69,4,3,3,10,Loyal Customers,0
13895,28,4,2593.07,2011-06-28 10:17:00,2011-11-11 16:57:00,United Kingdom,97,648.2675,165,0.7272727272727273,5657.61,4,4,5,13,Champions,0
13897,50,1,311.16,2011-10-20 14:30:00,2011-10-20 14:30:00,United Kingdom,17,311.16,50,0.6,2240.35,3,1,2,6,At Risk,0
13898,326,1,155.93,2011-01-18 10:28:00,2011-01-18 10:28:00,United Kingdom,12,155.93,326,0.09202453987730061,172.19,1,1,1,3,Lost,1
13899,16,2,388.52,2011-03-10 09:30:00,2011-11-23 13:40:00,United Kingdom,19,194.26,275,0.2181818181818182,508.61,4,2,2,8,Potential Loyalists,0
13900,183,3,740.95,2011-03-22 10:13:00,2011-06-09 19:26:00,United Kingdom,42,246.98333333333335,263,0.34220532319391633,1014.23,1,3,3,7,Potential Loyalists,1
13901,72,5,2867.2,2011-01-25 09:01:00,2011-09-28 14:48:00,United Kingdom,144,573.4399999999999,319,0.4702194357366771,3235.71,3,4,5,12,Loyal Customers,0
13904,37,2,332.64,2011-02-18 11:18:00,2011-11-02 13:41:00,United Kingdom,24,166.32,295,0.20338983050847456,405.93,3,2,2,7,Potential Loyalists,0
13908,80,4,2369.55,2011-03-08 12:04:00,2011-09-21 11:49:00,United Kingdom,104,592.3875,277,0.43321299638989175,3079.56,2,4,5,11,Loyal Customers,0
13911,57,9,2580.91,2011-02-04 14:46:00,2011-10-13 15:43:00,United Kingdom,120,286.7677777777778,308,0.8766233766233765,3016.65,3,5,5,13,Champions,0
13914,12,2,626.45,2011-11-03 16:28:00,2011-11-28 10:35:00,United Kingdom,28,313.225,36,1.6666666666666667,6264.5,5,2,3,10,Loyal Customers,0
13917,50,2,272.04,2011-06-01 12:46:00,2011-10-21 09:56:00,United Kingdom,16,136.02,192,0.3125,510.08,3,2,2,7,Potential Loyalists,0
13918,50,2,1212.8400000000001,2011-03-31 18:05:00,2011-10-21 12:25:00,United Kingdom,30,606.4200000000001,253,0.23715415019762845,1725.78,3,2,4,9,Potential Loyalists,0
13919,59,2,384.81,2011-08-10 10:15:00,2011-10-11 14:24:00,Denmark,24,192.405,122,0.49180327868852464,1135.5,3,2,2,7,Potential Loyalists,0
13922,352,1,172.25,2010-12-23 10:38:00,2010-12-23 10:38:00,United Kingdom,7,172.25,352,0.08522727272727273,176.16,1,1,1,3,Lost,1
13923,54,1,351.13,2011-10-17 12:33:00,2011-10-17 12:33:00,United Kingdom,20,351.13,54,0.5555555555555556,2340.87,3,1,2,6,At Risk,0
13924,2,6,1838.8500000000001,2011-09-28 15:07:00,2011-12-08 09:39:00,United Kingdom,90,306.475,72,2.5,9194.25,5,5,4,14,Champions,0
13925,93,4,678.25,2011-07-28 12:09:00,2011-09-08 12:47:00,United Kingdom,28,169.5625,135,0.8888888888888888,1808.67,2,4,3,9,Potential Loyalists,1
13926,23,1,223.85000000000002,2011-11-16 13:16:00,2011-11-16 13:16:00,United Kingdom,11,223.85000000000002,23,1.0,2686.2,4,1,1,6,At Risk,0
13927,75,1,348.99,2011-09-26 12:00:00,2011-09-26 12:00:00,United Kingdom,21,348.99,75,0.4,1675.15,2,1,2,5,At Risk,0
13928,11,4,464.57,2011-07-29 15:59:00,2011-11-29 10:33:00,United Kingdom,23,116.1425,133,0.9022556390977443,1257.48,5,4,2,11,Loyal Customers,0
13929,169,2,842.65,2011-01-17 15:11:00,2011-06-23 15:26:00,United Kingdom,8,421.325,326,0.18404907975460122,930.53,2,2,3,7,Potential Loyalists,1
13930,58,2,337.34,2011-07-26 11:00:00,2011-10-13 09:45:00,United Kingdom,15,168.67,137,0.43795620437956206,886.44,3,2,2,7,Potential Loyalists,0
13931,96,2,1237.53,2011-03-04 08:43:00,2011-09-05 10:12:00,United Kingdom,56,618.765,281,0.21352313167259784,1585.45,2,2,4,8,Potential Loyalists,1
13932,295,1,307.4,2011-02-18 12:02:00,2011-02-18 12:02:00,United Kingdom,16,307.4,295,0.10169491525423728,375.13,1,1,2,4,Lost,1
13933,109,2,608.7900000000001,2011-07-14 13:35:00,2011-08-22 14:03:00,United Kingdom,23,304.39500000000004,148,0.4054054054054054,1480.84,2,2,3,7,Potential Loyalists,1
13934,264,1,922.1,2011-03-21 08:39:00,2011-03-21 08:39:00,United Kingdom,31,922.1,264,0.11363636363636363,1257.41,1,1,3,5,At Risk,1
13936,180,1,376.58,2011-06-13 08:47:00,2011-06-13 08:47:00,United Kingdom,26,376.58,180,0.16666666666666666,753.16,1,1,2,4,Lost,1
13937,169,1,158.85,2011-06-23 16:35:00,2011-06-23 16:35:00,United Kingdom,9,158.85,169,0.17751479289940827,338.38,2,1,1,4,Lost,1
